"rate"|"cv_text"|"country"|"user_skills"
"27"|"Sure, you could get someone cheaper. If you look around long enough, you could probably get someone to write you a 500 word blog post for $1.25. But remember that old adage 'you get what you pay for.'Google has changed, people. The algorithm that used to value keyword density over relevance is gone. Instead, Google looks for one thing to get your page to number 1. Quality. And you aren't going to get that for $1.25 an article. If you're serious about making it to the top of the search results then you need to get serious about the... SEO ContentNews ArticlesE Books and FormattingCopywritingBlogs/Social Media MarketingRead More »"|"United States"|"Content Writing;Online Writing;Business Writing;Social Media Marketing;Resume Writing;Creative Writing;English;Academic Writing;Report Writing;Search Engine Marketing (SEM)"
"110"|"A firstrate journalist, I can expertly cover a wide variety of topics. My pieces are always backed by credible research, and I'm an expert interviewer.  My specialties include ebooks, copywriting, ghostwriting, blogging, and traditional journalism. I'm not just here to make money; my clients' satisfaction is of paramount importance to me. I am also an experienced copy editor and can make what you've written sparkle with clarity and creativity. I write extremely quickly, making me an ideal choice for rush jobs. The best writers are... I can expertly cover a variety of topics ranging from fluffy lifestyle pieces to indepth educational and academic topics. I am also an experienced legal writer. Perhaps one of my greatest strengths as a writer is my speed. I write very quickly, and unlike some speed writers, I never sacrifice quality. This is a great benefit to clients who need immediate results for indepth topics. I understand that you're looking for a good bargain. But bargain isn't just about price. It's also about quality, reliability and speed. I will ensure you get every penny's worth of your money. I believe in being friendly, courteous and genuine at all times, and many of my clients have told me that working with me is fun and easy. I have bachelor's degrees in philosophy and developmental psychology and certifications in child nutrition, crisis counseling, CPR/first aid and wildlife rehabilitation. I've taken a number of classes in a variety of other fields. I have a diverse and varied background upon which I draw when writing. I have worked as a paralegal, a nanny, a tutor, a wildlife rehabilitator, a crisis counselor and a jewelry designer.  I draw on these experiences, my strong research skills and my embarrassingly large book collection when writing an article. However, writing is my true passion, not just a side job. You can rest easy knowing that you're getting a true professional with a wealth of experience in a variety of fields. I've written for wellknown websites, for...Read More »"|"United States"|"Academic Writing;Business Writing;Content Writing;Creative Writing;English Grammar;English Punctuation;Report Writing;Online Writing;Microsoft Word;Google Analytics"
"110"|"I have more than 10 years experience as a software technical writer. I have a doctorate in Electrical Engineering, and have a strong technical background. I can quickly come up to speed with new technologies and tools. I have worked with engineering design software, 3D mechanical design software, business optimization software, and network authentication software. I have published articles in refereed journals, and managed funded research programs.I also have an active video channel and am an independent producer of instructional and..."|"United States"|"Microsoft Excel;Microsoft Word;Microsoft PowerPoint;Computer Skills;HTML5;Content Writing;Online Writing;Report Writing;Creative Writing;English"
"7"|"I am M.Sc., MBA, MS, Ph.D., in top 1% SEO Experts, top 0.01% Social Media Marketing Experts & ranked in the top providers in Writing, Sales & Marketing and Admin category.“I have worked with Sadaf for over two years to create my social media brand. She did an outstanding job! ”“Thank you! Excellent SEO expert. Friendly and so cooperative. I am really glad to work with Dr. Sadaf and sure I will hire again.”“I've been working with Sadaf for about 10 months on a monthly basis. I'm very happy with her SEO work and high quality back links.... S A M P L E SPlease search on Google with my name \"Sadaf Ajmal\" Ph.D and you will find my research work which are publish in International Journals.W H A T  I  DO:1. Research  writing, rewriting, review & proofread US/UK English2. WordPress blogging  technical, medical, health, IT blog writing3. Web content writing  seo landing pages, website, sales web copy4. Copywriter  case studies, sales copy, academic writing, ebooks5. SEO Article writing  creative, technical & business plan writing6. Press Release  newsletters, press release, brochures7. Article Submission  directory submission like Ezine, Hubpages, Squidoo.8. Social Media Campaign on Facebook, Twitter, Google+, LinkedIn, Tumblr, Pinterest, Instagram, Flickr9. Affiliate Networks management: Empower Network, ClickBank, Commission Junction, LinkShareI have written and edited many types of:* Books* Ebooks* Case studies* White papers* Technical and scientific reports* Website copy* Newsletters and ezines* Magazine articles* Journal articles* Internal corporate documents, including, manuals, and training materials* Correspondence* Blog entriesW R I T I N GI am comfortable writing on almost any topic, though I do have special expertise in the following topics:* Human Resources* Accounting* Finance* Business* Management* Self Improvement* Biology* Genetics* BiochemistryI have significant experience writing and ghostwriting the following:* Scholarly articles* Magazine...Read More »"|"Pakistan"|"Content Writing;Social Media Marketing;Online Writing;Search Engine Optimization (SEO);Creative Writing;Microsoft Word;English Spelling;English;WordPress;Report Writing;Business Writing;Internet Marketing;Facebook Marketing;Twitter Marketing;Academic Writing"
"44"|"My proficiency in the creative use of language and ability to craft written pieces that engage the reader are available to assist the impact of the content you require.  I seek to put people at ease with genuine curiosity and kindness, both of which are essential to truly drawing out the essence of a particular project so that content can be created that reflects the vision of the client.  I have a heavy concentration of experience writing about contemporary music, the arts, and communities, as well as SEO rich content to drive traffic to... Blogging, copy writing, web content creation, social media promotion, social media management, creative writing, content round ups, marketing copy writing and other related services.  Please see my full resume here:  https://incantationwrites.wordpress.com/resume/ Read More »"|"United States"|"WordPress;Content Writing;Creative Writing;Online Writing;Report Writing;English;English Grammar;Business Writing;Legal Writing;Transcription"
"40"|"Wouldn’t you agree that appearances count? Documents that get read are those that appear easy to read, interesting, and important. A message that has visual impact will attract attention and invite readership… and I know just how much you invested in that document and I can be counted on to make it shine! Think of how proud you’ll feel having a document that establishes your credibility even before you state your case. I can provide you with that polished and professional document you’ve been dreaming of. I love what I do, and I like to... *** Top freelancer with Adobe InDesign / MS Word / MS Powerpoint on Elance. ***>  More than 20 years of corporate experience>  Satisfaction guaranteed>  Support 5 days a week>  100% custommade production>  Unlimited revisions and quick turnaround time>  Fluently trilingual in English, French and SpanishOver the past 20+ years, I have built a solid reputation on delivering unique corporate design solutions and now for startup companies to big business. No job is too large or too small. Expert in layout and design of business and academic documents including white papers, case studies, reports, company profiles and reports, branding kits, training guides, proposals, tenders, business plans, resumes, templates, certificates, invitations, newsletters, ebooks and books, presentations, corporate visual identity kits and marketing collateral. Print CollateralWhite papersReportsCase studiesBook layout and designTemplatesFormsCatalogsAnd any other document formattingElectronicPowerPoint presentationsCorporate Visual IdentityBranding kitsGraphic guidelinesStationary (letterhead, envelope and business card)Company profilesMarketingStrategy and positioningMarket research and analysisGraph designReport productionSurvey and questionnaire designContent MarketingIf I am missing anything you’d like me to work on, please let me know! Read More »"|"Canada"|"Adobe InDesign;Microsoft PowerPoint;Presentation Design;Microsoft Word;Format & Layout;Page Layout;Report Writing;White Paper Writing;Stationery Design;Adobe PDF;Style Guide Development;eBook Design;French;Translation Spanish French;Corporate Brand Identity"
"35"|"Norwegian with extensive experience in professional writing, in both Norwegian and English. English as working language for 20 years and English husband, so used to thinking and communicating in both languages simultaneously.MSc social science, anthropology, philosophy; associate degree in business studies.Source languages: English, Danish, Swedish, German, Spanish.Target languages: Norwegian, English.Old Scandinavian handwriting. Former civil servant in Norway and abroad (UN), Norwegian teacher, business woman. Now full time..."|"Norway"|"English;Translation English Norwegian;Translation Norwegian English;Danish-Norwegian Translation;Swedish-Norwegian Translation;Translation Danish English;Swedish-Englsih Translation;SDL Trados;Spanish-Norwegian Translation;Report Writing;German;Translation English Danish;Translation English Swedish;Norwegian;German-Norwegian Translation"
"27"|"As a freelance professional with a degree in history and economics,  I write financial blogs, business articles and website content. In the past, I have worked as a ghostwriter for spirituality and business leadership. My current freelance clients include professionals in real estate, finance, religion, travel and global leadership coaching. I also do Spanish and Italian translations.   I put 100% effort into each job and assignment I carry out. I write for the client, so I am always open to new ideas and will do revisions until each piece is perfect. I primarily write articles on science, real estate, finance, spirituality and travel. When it comes to fiction, most of my work has centered around romance novels. Although I have focused on these subjects in the past, I am always open to learning new things for new project types. When you work with me, you can expect: Two revision requests with each project Projects submitted on the deadline Continuous communication A highquality of writingIn return, I ask for the escrow account to be funded before beginning because it   makes my side of the business safer.  Once the project is complete, you have one month to ask for revisions and complete the payment process. Read More »"|"United States"|"Financial Writing;English;Article Writing;Business Writing;Report Writing;Technical Writing;Creative Writing;Translation Spanish English;Academic Writing;Ghostwriting"
"30"|"I am a multitalented creative thinker with an academic twist. I have always loved art and writing but I studied Psychology and Economics at University instead. I started my career tutoring young adults as well as children with special needs and only recently returned to my love of art by taking courses in Graphic Design. All of this means that I can draw from many different sources of experience to produce excellent results in a host of different fields. I look forward to working with you!"|"Trinidad And Tobago"|"Content Writing;Report Writing;Creative Writing;Resume Writing;English;Article Writing;Adobe Illustrator;Copywriting;Logo Design;Academic Writing"
"7"|"I am M.Sc., MBA, MS, Ph.D., in top 1% SEO Experts, top 0.01% Social Media Marketing Experts & ranked in the top providers in Writing, Sales & Marketing and Admin category.“I have worked with Sadaf for over two years to create my social media brand. She did an outstanding job! ”“Thank you! Excellent SEO expert. Friendly and so cooperative. I am really glad to work with Dr. Sadaf and sure I will hire again.”“I've been working with Sadaf for about 10 months on a monthly basis. I'm very happy with her SEO work and high quality back links.... S A M P L E SPlease search on Google with my name \"Sadaf Ajmal\" Ph.D and you will find my research work which are publish in International Journals.W H A T  I  DO:1. Research  writing, rewriting, review & proofread US/UK English2. WordPress blogging  technical, medical, health, IT blog writing3. Web content writing  seo landing pages, website, sales web copy4. Copywriter  case studies, sales copy, academic writing, ebooks5. SEO Article writing  creative, technical & business plan writing6. Press Release  newsletters, press release, brochures7. Article Submission  directory submission like Ezine, Hubpages, Squidoo.8. Social Media Campaign on Facebook, Twitter, Google+, LinkedIn, Tumblr, Pinterest, Instagram, Flickr9. Affiliate Networks management: Empower Network, ClickBank, Commission Junction, LinkShareI have written and edited many types of:* Books* Ebooks* Case studies* White papers* Technical and scientific reports* Website copy* Newsletters and ezines* Magazine articles* Journal articles* Internal corporate documents, including, manuals, and training materials* Correspondence* Blog entriesW R I T I N GI am comfortable writing on almost any topic, though I do have special expertise in the following topics:* Human Resources* Accounting* Finance* Business* Management* Self Improvement* Biology* Genetics* BiochemistryI have significant experience writing and ghostwriting the following:* Scholarly articles* Magazine...Read More »"|"Pakistan"|"Content Writing;Social Media Marketing;Online Writing;Search Engine Optimization (SEO);Creative Writing;Microsoft Word;English Spelling;English;WordPress;Report Writing;Business Writing;Internet Marketing;Facebook Marketing;Twitter Marketing;Academic Writing"
"49"|"As an Industrial/Organizational Psychologist, I seek to bridge the gap between the academic literature and the training classroom, applying adult learning theories and virtual training techniques to increase skills and knowledge acquisition, training transfer, and job performance in a wide variety of industries. I am seeking consulting projects will allow me to apply my extensive virtual classroom experience and knowledge of virtual training theory to build training programs that will entertain, inform, and drive employee success. My academic research focuses on the analysis of stress in the workplace, and how various types of stressors affect both the physical and mental health of workers. By identifying these important precursors to employee burnout and turnover, changes can be made to the work environment that will encourage the retention of skilled and experienced workers.In addition to my business qualifications, I am a prolific writer of scientific articles, poetry, and fiction. I am open to freelance writing contracts for anything from your basic business plan and initial policy handbooks and contracts, to popular articles or fiction.Read More »"|"United States"|"Academic Writing;Business Writing;Content Writing;Creative Writing;English;Editing;English Grammar;English Proofreading;English Punctuation;English Spelling;Microsoft Word;Online Writing;Report Writing;Resume Writing;Speech Writing"
"46"|"Testing out in the top 1% for Article Writing/Blogging and the top 5% for Academic Writing shows my versatility. I'm a nativeborn US citizen based in New England. My Elance projects have ranged from creative fiction writing for children, product reviews and descriptions, and articles on a host of topics including personal development, leadership theory and practice, conducting research, art and artists, exhibits and theme parks, travel, politics, environmental and sustainability issues, and much more. With four years of doctoral studies... Writing of all types, but especially website/blog content articles, academic writing, ebooks, speeches and more. I have highly developed Internet research skills that allow me to write knowledgeably on just about any topic (see my portfolio for samples). My editing services will take your alreadywritten material and polish it to a high shine.Read More »"|"United States"|"Online Writing;Academic Writing;English;Speech Writing;Creative Writing;Report Writing;Blogging;Resume Writing;Editing;English Spelling;Advertising;English Punctuation;Grant Writing;English Grammar;Travel Writing"
"50"|"K.C. Dermody is a published author with special expertise in travel as well as health/wellness/nutrition, sports and fitness. She is an experienced world traveler and an individual with a passion for optimal wellness through natural means as well as having an extensive sales & marketing background.K.C. is the author of a high ranking Ireland travel guide on Amazon and recently published her second book in addition to working with a number of clients to create quality content.  As an acclaimed writer, she is a featured contributor for a... Exceptional and experienced published author with an ability to write quality original articles, books and web content on a wide variety of  topics with extensive experience in travel, health, wellness and nutrition, herbs, wine, medical writing, sports, business and celebrity news.K.C. is able to assist with most types of writing projects including blog posts, articles, web pages/copywriting, ebooks, ghostwriting and much more.Please note, she is unable to provide \"rewrite\" articles that belong to another author, but is happy to improve or rewrite an article that you own or have written in order to make it shine!Read More »"|"United States"|"Content Writing;Online Writing;Search Engine Optimization (SEO);Creative Writing;English;English Grammar;English Spelling;Business Writing;Report Writing;Resume Writing;Customer Service;Knowledge of Microsoft Office;Advertising;Google AdSense;Marketing"
"148"|"Its nice to read something a little different, right? That's exactly what you get when you work with me. I am an Australian writer with a portfolio of just under a thousand articles written for my clients over the last 12 months. My background is in sales and marketing, and I know how to write copy that sells. I've created entire websites for my clients from scratch, using my unique content and skills in wordpress to build industry specific sites for a wide range of different businesses.I am an organized and dedicated professional, and... My writing to date has trained me to produce highquality content on a daily basis, in a huge range of different fields.I can take guidance from my clients or be given a title to run with, both of which the final products can be revised until both sides are happy with the result.I know how to make keywords fit naturally into my writing, so you get targeted content that Google loves for SEO.Building websites with Wordpress I am very familiar with uploading content, formatting and getting my articles looking great on your site.Read More »"|"Thailand"|"Report Writing;Project Management;Analytics;Resume Writing;Microsoft Word;English Spelling;English;Business Writing;Editing;Market Research"
"20"|"With experience in a variety of fields, I have the ability to provide wellrounded copy in a variety of subjects and formats. Ranging from the food and beverage industry to a current position in the publishing industry, with degrees in the fields of both Business and Communications, I have a wealth of knowledge in my background, and am eager to use it.I will provide crisp copy, always original, and always on time. I can provide creative content just as well as I can provide a sharp, authoritative, wellresearched report. I have written... I am currently employed as a proofreader and editor at a financial printer. They hire only the best, as the strict guidelines of the financial world means that misplacing a decimal point or comma, or misspelling a word, can be disastrous for the company and the printer. I apply these same strict standards to my freelancing work, as the small personal client is no less important than the multinational companies I provide services for on a daily basis.Before working in the publishing world, I developed knowledge of a variety of subjects through experience. These include having been employed at a car lot and being raised by a mechanic, both of which instilled a love of automobiles in me that exists to this day. I have worked in the entertainment industry, as a sound board operator, lighting board operator, setup/teardown worker and even as a bouncer. I have worked in the food and beverage industry, working my way up from a bouncer/parttime cook to manager of the bar before departing for new challenges. I have worked in the field of residential and industrial painting as well, providing construction companies and independent contractors with hints and tip on paint, equipment, and trying different processes to get better results.Aside from my work experience, I also gained a variety of experiences through education and extracurricular work. With a B.S. in Communications and a B.S. in Business, and a minor in History and additional coursework in Political Science, I came...Read More »"|"United States"|"Creative Writing;Content Writing;Online Writing;Article Writing;Report Writing;Resume Writing;Microsoft Word;Business Writing;English;U.S. Culture;Search Engine Optimization (SEO)"
"27"|"Sure, you could get someone cheaper. If you look around long enough, you could probably get someone to write you a 500 word blog post for $1.25. But remember that old adage 'you get what you pay for.'Google has changed, people. The algorithm that used to value keyword density over relevance is gone. Instead, Google looks for one thing to get your page to number 1. Quality. And you aren't going to get that for $1.25 an article. If you're serious about making it to the top of the search results then you need to get serious about the... SEO ContentNews ArticlesE Books and FormattingCopywritingBlogs/Social Media MarketingRead More »"|"United States"|"Content Writing;Online Writing;Business Writing;Social Media Marketing;Resume Writing;Creative Writing;English;Academic Writing;Report Writing;Search Engine Marketing (SEM)"
"44"|"Words are an art form that convey powerful images and messages. My message to potential clients is that it would be a privilege to write the words that work for you.Lifelong resident of Washington State, I currently reside on Maui working as a freelance writer. With a B.S. degree in Promotional Media for Tourism and experience as a writer and editor for a state tourism authority, I specialize in writing about tourism, travel and the hospitality industry.I also have a passion for interior decorating and design, with working experience,... ELANCE SKILLS TESTS:Top 10% in English SpellingTop 30% in Article WritingTop 30% in Content WritingEXPERIENCE IN TRAVEL AND TOURISM RELATED WORK:~ Web copy for luxury vacation rentals and site content.~ Magazine: design, cover, feature articles, photos, writing and editing.~ Newspaper articles related to the industry.~ Brochure: content, photos, design, writing, fact checking, proofreading.~ Calendar of Events: copy, research, fact checking, photos.~ Print materials for conventions and trade shows.ADDITIONAL EXPERIENCE:~ Interior Design.~ Houzz.com. Managing Houzz presence via discussions, ideabooks, projects. ~ Newspaper: feature articles and editorials.~ Radio Sales: commercial copy and voice overs.~ Books: ghostwriting, editing.~ Blogging: WordPress.com~ Medical Manuscripts: training manual for VA Hospital.~ Legal documents: legal secretary and legal clientele.~ Business: HOA proposals, meeting advisories and minutes.~ Academic: Editing theses & term papers.~ Photography: Website, magazine and brochure photos.~ Resumes, published poetry, personal autobiographyunpublished.~ Public Relations: Speech writing.~ Managing Houzz portfolio, discussions, projects, ideabooks, protopro forum and interior design advice. Read More »"|"United States"|"Content Writing;Copy Editing;Copywriting;Creative Writing;Editing;English;English Spelling;Online Writing;Resume Writing;Article Writing;Travel Writing"
"22"|"I am an educator and freelance writer who specializes in ghostwriting contemporary romance. I pride myself on creating dynamic characters and sharp, witty dialogue. I'm primarily interested in fixed price projects."|"United States"|"Creative Writing;Business Writing;English Grammar;English Punctuation;Resume Writing"
"12"|"I am adept in research, document formatting, GIS projects, and Excel. My goal is to have 100% client satisfaction.  My forte is in research, Excel, and social media. I have excellent writing skills with an emphasis on detail. I have completed Powerpoint presentations for educators about Marzano's Art & Science of Teaching, researching GIS maps for real estate work, and transcription. I enjoy working on property research, transcription, mailing list development, and social media management. Read More »"|"United States"|"Microsoft Excel;Internet Research;Microsoft PowerPoint;Microsoft Word;Resume Writing;General Office Skills;Time Management;Transcription;English Spelling;Travel Planning"
"55"|"There are many freelance writers out there from which you can choose. How will you finally sort through us all and decide? Maybe this will help: I'm in the top 1% in the \"Writing and Translating\" category on Elance. I got there because my primary task is to build an understanding and a partnership before I build a written product. I want what you want in a finished piece. In a world full of word clutter and noise, sometimes you need someone who will help you stand out from the rest. Other times you need a workhorse of an information piece... As your hired wordsmith, my goal is to create writing that presents your outstanding work in the best light. You need powerful words. I know what they are, and how to organize them.  I don't believe in wasting words. If words don't have the greatest impact possible, it's time to choose some new words.  I've seen many clients rightly complain in the Elance \"water cooler\" area that freelance writers don't communicate with them. By many accounts, the average writer wants to jump in, do the job quickly, collect the cash and bug out again. What a lousy and boring way to do business. How will they know if they've succeed and what impact they've made if they haven't taken the time to create a better business relationship? I need to experience the satisfaction that comes with witnessing a homerun. I need to know I hit the mark. In this everchanging world, I need to see what still works and what doesn't. So, I'm there until there is a finished product and the \"reviews\" are in.If you're looking for someone to churn out a flood of words in a rapidfire fashion, I'm probably not your guy. I work fast enough when necessary, but I think \"content mills\" reduce our standards in the long run. You don't have to look far on the web to see that happening. I like to think I write good, thoughtful material, and I really can't do that if you're more interested in the clock ticking than the creative process. I do respect deadlines and pick only jobs where the due date is realistic. I won't...Read More »"|"United States"|"Copywriting;Creative Writing;Article Writing;Business Writing;English Grammar;English;Search Engine Optimization (SEO);Resume Writing;Copy Editing;English Proofreading;English Spelling;Fiction Writing;Press Release Writing"
"30"|"I am a multitalented creative thinker with an academic twist. I have always loved art and writing but I studied Psychology and Economics at University instead. I started my career tutoring young adults as well as children with special needs and only recently returned to my love of art by taking courses in Graphic Design. All of this means that I can draw from many different sources of experience to produce excellent results in a host of different fields. I look forward to working with you!"|"Trinidad And Tobago"|"Content Writing;Report Writing;Creative Writing;Resume Writing;English;Article Writing;Adobe Illustrator;Copywriting;Logo Design;Academic Writing"
"49"|"As an Industrial/Organizational Psychologist, I seek to bridge the gap between the academic literature and the training classroom, applying adult learning theories and virtual training techniques to increase skills and knowledge acquisition, training transfer, and job performance in a wide variety of industries. I am seeking consulting projects will allow me to apply my extensive virtual classroom experience and knowledge of virtual training theory to build training programs that will entertain, inform, and drive employee success. My academic research focuses on the analysis of stress in the workplace, and how various types of stressors affect both the physical and mental health of workers. By identifying these important precursors to employee burnout and turnover, changes can be made to the work environment that will encourage the retention of skilled and experienced workers.In addition to my business qualifications, I am a prolific writer of scientific articles, poetry, and fiction. I am open to freelance writing contracts for anything from your basic business plan and initial policy handbooks and contracts, to popular articles or fiction.Read More »"|"United States"|"Academic Writing;Business Writing;Content Writing;Creative Writing;English;Editing;English Grammar;English Proofreading;English Punctuation;English Spelling;Microsoft Word;Online Writing;Report Writing;Resume Writing;Speech Writing"
"75"|"Contact me for all of your copywriting needs. Not that you're bad  but I'm better. :)Talented marketing copywriter with a B.A. in English offers topnotch writing in the following areas: copywriting, content creation, seo article writing, editing, proofreading, creative writing, and more! About MeI'm a fulltime freelance copywriter in San Francisco, California. In my free time, you'll usually find me drinking sweet tea with my nose stuck in a book. When I get the chance, I hop on a plane and travel to new places. Fun Fact: I've... Here are just a few of the services that I offer:Copywriting  Websites, marketing material, etc. Web Content Standard Operating Procedure ManualsArticlesProduct DescriptionsBlog postsEbooksPress ReleasesSEO...and more! Read More »"|"United States"|"Copywriting;Business Writing;Content Writing;Creative Writing;Academic Writing;English Proofreading;English Punctuation;English Spelling;Microsoft Word;Online Writing;Report Writing;Resume Writing;Public Relations;Computer Skills;Email"
"28"|"Abby Campbell, BSc, SFN, SSN, CPT is a leading professional fitness and nutrition expert, researcher, and published author of \"One Size Does NOT Fit All Diet Plan: Meal Planning That Will Boost Your Metabolism, Break Through Plateaus, and Help You Achieve Maximum Fat Loss Today!\" For more than a decade, she has coached thousands of women locally and online to lose body fat and lead healthy lifestyles. Her clients have lost thousands of pounds, reclaimed health, and call her Coach No Gimmick. Abby is now retired from coaching and is a... Abby Campbell has been a professional coach, Certified Personal Trainer, and Certified Fitness and Sports Nutritionist for more than a decade. Through the years, she has participated in local, national, and international forums on the topics of health, fitness, and nutrition which took her into a writing career. She is currently retired from coaching while she obtains her Doctorates in Naturopathy. However, she has not quit writing as fitness and nutrition truth are her passion. Services offered include:* eBooks* Kindle books* CreateSpace books* Smashword books* eBook & book cover illustration* professional newsletters* Mailchimp newsletters* blogs* articles* meal plans* exercise plans* proofreading & editing* press releases* media kits (bio, spec sheet, promo sheet, flyers, and more)* business lettersPlease click READ MORE to see Certifications.Read More »"|"United States"|"Article Writing;Academic Writing;English Punctuation;English;Blogging;English Spelling;Resume Writing;Proofreading;Business Writing;Press Release Writing"
"40"|"Seasoned writer with more than 17 years of journalism, public relations and marketing experience. I  have a proven ability to produce engaging copy, meet tight deadlines, clarify complicated issues and write about a wide array of topics.  My portfolio includes news reporting, press releases, opeds, speeches, blog posts, websites, social media posts, newsletters and internal communications. Expertise in business, finance, technology, health care, energy, government policy, politics, environmental issues, science, legal issues and court... I offer quality writing and content development, as well as the versatility to work on a range of projects and topic matters. I provide clients with a full range of writings, including blog posts, press releases, news articles, white papers, ebooks and website content.  I write quickly and concisely, am able to manage tight deadlines and clarify complicated subject matter into easily readable copy. Read More »"|"United States"|"Business Writing;Creative Writing;English;English Grammar;English Proofreading;English Punctuation;English Spelling;Report Writing;Resume Writing;Article Writing;Press Release Writing;Blogging;Copywriting"
"30"|"I am an experienced proofreader and copy editor specializing in academic editing  dissertations, theses, scholarly papers. I hold a PhD in Humanities, which has furnished me with an approach to language that aims at precision, clarity, and coherence. I am well versed in the most popular style guides (Chicago, APA, MLA, etc.), and can work in both American and British English. While my background is in the arts and humanities, I also have experience working with academics and professionals in science, technology, and economicsrelated... Academic Editing  Beyond basic proofreading, I will help to identify any inconsistencies and points that need clarification, working with you to ensure that your paper flows and the grammar is flawless. Nonnative English language support  I will help to make your document read more fluently by improving sentence structures, and by correcting word usage and verb agreements Referencing and style formatting  I can make sure your references are all in the correct format according to the necessary style guide and inhouse guidelines.Proofreading for other documents  For every project I conduct thorough line editing ensuring proper verb tenses, vocabulary, syntax, and sentence structure.Cover letters & CVs (academic and professional)  I can make sure your job application is errorfree and make sure your documents are tailored to your industry standards.**Unfortunately, for academic work I cannot do any significant rewriting/paraphrasing of material or complete any other writing tasks, as it goes against academic integrity policies**Read More »"|"United States"|"Academic Editing;English Proofreading;Dissertation Editing;APA Style;Chicago Style;Resume Writing;Translation;Copy Editing"
"22"|"My name is Kazim Ladimeji. I am a MCIPD qualified HR and Career Blogger. I edit my own market leading HR and Careers blog. I also accept guest posts relevant to careers, HR and small business and write guest posts for several leading online publications and have a broad and varied portfolio of work.I am a Chartered Member of the Chartered Institute of Personnel and Development or CIPD. The CIPD is Europe's largest HR and development professional body. I am also a practising HR Consultant and I provide HR services on contract basis to a... Read More »"|"United Kingdom"|"Human Resource Management;Market Research;Resume Writing;Organizational Behavior;Report Writing;Microsoft Excel;English;Technical Writing;Microsoft Word;Microsoft Access Administration;Project Management"
"25"|"I deliver high quality content on time at an affordable price.  My work is done efficiently and effectively, and I meet clients' needs.   I have been freelance writing for years, and I have decided to begin using eLance to manage my working relationships.  I am by far the hardest person I know to work for, sometimes so much that I hate being my own boss and having to answer to myself.  I take accountability to the next level.  If you are looking for someone who is intrinsically motivated to succeed, selfdisciplined, and hard working, look... I am a skilled writer in any topic given.  I know SEO, and I am familiar with all styles of research, and I am very well versed in the English language.  While writing is my passion, so is educations.  In additioin to running a classroom of my own, serving on the PA Planning Commission for the PDE,  I have written for several online curriculum companies.  I have even composed work books aligned with  Common Core.While writing and education are my first passions, I am equally skilled in web design and development.  I have written for numerous websites that range from sports management systems to nonprofit fundraising event websites.  My most recent project was a small store.  I can build blogs in both Joomla and WordPress.  Read More »"|"United States"|"Creative Writing;Business Writing;Technical Writing;Academic Writing;Resume Writing;Blogs;Speech Writing;Report Writing;Content Writing;Feature Writing;joomla;Curriculum Development;Copy Editing;Proofreading"
"60"|"I am a bestselling author of eleven books and have been writing professionally for over ten years. I write novels in a number of genres (comedy, horror, suspense, fantasy) and short stories in all genres. I also have an abundance of experience writing articles, news, content, reviews, descriptions and blogs on a wide variety of topics.I have picked up a few tricks along the way and, as well as writing your book, I can also help you publish it and promote it. I provide creative writing services, from Ghostwriting to Content Writing and everything in between. I can also offer help with ebook marketing. Samples of my work are available on request.Read More »"|"United Kingdom"|"Creative Writing;Article Writing;Fiction Writing;Non-Fiction Writing;Ghostwriting;Copywriting;Online Writing;Blogging;English;Email;Content Writing;Writing;Sales Writing;English Spelling;Internet Marketing"
"50"|"I am sure you didn't wake up in the morning with the wish \"I will spend some money today on getting copy written for my business!\" And you know what, no one does that. Since you are reading my introduction, I believe you are interested in something different. The reason why so few people click big on Elance is because of the fact that they all want to provide the same product (or service) – good, high quality, timely content. No wonder the market is saturated. But thankfully you won’t get \"tired\" from me! I provide infinitely superior... Glad you are still here! As a token of appreciation, I would like to extend this \"Hiring the Perfect Writer\" checklist to you. Don't fret...no optin required. Just copy, paste and download. http://bit.ly/1qOWMuzDone? Great! Now before we proceed further I believe a clarification is the order of the day! I will not say that I have completed 20,000 fantastic projects OFF Elance because I believe it spoils the context of the platform! With me what you see is what you get! Every testimonial, job, sample can be verified by browsing my feedback section, my job history and my portfolio! I believe in transparency and delivering the best in the business with a smile! I extend fool proof business solutions in the following areas: WEBSITES 1. I provide SEO webcontent to suit the requirements of the clients. 2. I profile the web content in terms of keywords and build your keyword list after considerable competitor survey. 3. I suggest design and layout of a website complete with stock images and icons. 4. I maintain and update sites on WordPress platform. Polish the look of the site, add pages and embed videos and install plugins. VISUAL MATERIAL:1. I provide easy explainer videos for home pages and product descriptions 2. I create 3D renditions of 2D visuals to use in your marketing campaigns (need a hardcover image to go with that eBook? I am the person) 3. I do the full background research, copywriting and creation of simple infographics. ACADEMIC WRITING:...Read More »"|"India"|"ebooks and blogging;Technical writing and research;webcopy and strong SEO;Course material creation;Article Writing;Astrology and Tarot;Brand naming and image consulting;Sales Writing;Internet Marketing;English;English Spelling;Search Engine Marketing (SEM);Computer Skills;Facebook Marketing;E-mail marketing"
"33"|"I am an enthusiastic and creative, research savvy writing professional.I have written scripts for advertising, drama and promotion for live theatre, television and radio. Experienced includes web copy,existing and new, blogging, creative writing, articles, and many other forms of customer focused, targeted commercial copy.  You can expect prompt and friendly communications, swift turnaround times, and a fierce dedication to originality and quality. My technique is flexible and always tailored to client requirements.ComposerOriginal..."|"Australia"|"Content Writing;Creative Writing;Press Release Writing;Sales Writing;Script Writing;Content Management;Musical composition;Article Writing;Blog Writing"
